LP,KRS,NIP,Name,Voivodeship,County,Municipality,City
5813,0000316192,7282707144,"STOWARZYSZENIE ""TUSZYN NASZYCH MARZEŃ""",ŁÓDZKIE,ŁÓDZKI WSCHODNI,TUSZYN,TUSZYN
5814,0000316201,9211991179,"STOWARZYSZENIE NA RZECZ DZIECI I MŁODZIEŻY SPECJALNEJ TROSKI ""SAMARYTANIN""",LUBELSKIE,TOMASZOWSKI,TOMASZÓW LUBELSKI,TOMASZÓW LUBELSKI
5815,0000316203,7773086390,"STOWARZYSZENIE OSÓB NIEPEŁNOSPRAWNYCH I ICH RODZIN ""ROKTAR""",WIELKOPOLSKIE,POZNAŃSKI,ROKIETNICA,ROKIETNICA
5816,0000316209,6692474029,AEROKLUB ZIEMI KOSZALIŃSKIEJ,ZACHODNIOPOMORSKIE,KOSZALIŃSKI,ŚWIESZYNO,KONIKOWO
5817,0000316228,6581939465,STOWARZYSZENIE OPIEKI PALIATYWNO-HOSPICYJNEJ IM. BŁ. KS. KAZIMIERZA SYKULSKIEGO W RUDZIE BIAŁACZOWSKIEJ,ŚWIĘTOKRZYSKIE,KONECKI,GOWARCZÓW,RUDA BIAŁACZOWSKA
5818,0000316241,8891487828,STOWARZYSZENIE WSPIERANIA OSÓB NIEPEŁNOSPRAWNYCH SUBICERE,KUJAWSKO-POMORSKIE,RADZIEJOWSKI,RADZIEJÓW,RADZIEJÓW
5819,0000316367,6342704813,"""LEKARZOM SENIOROM""",ŚLĄSKIE,M. KATOWICE,M. KATOWICE,KATOWICE
5820,0000316433,5921940120,"KLUB SPORTOWY ""WIETCISA""",POMORSKIE,STAROGARDZKI,SKARSZEWY,SKARSZEWY
5821,0000316460,9281298621,KOŁO ŻARSKIE TOWARZYSTWA POMOCY IM. ŚW. BRATA ALBERTA,LUBUSKIE,ŻARSKI,ŻARY,ŻARY
5822,0000316481,1231194921,STUDIO PSYCHOLOGII ZDROWIA,MAZOWIECKIE,PRUSZKOWSKI,PRUSZKÓW,PRUSZKÓW
5823,0000316543,6941658290,"""STOWARZYSZENIE ŚWIETLICA ŚRODOWISKOWA EMAUS""",DOLNOŚLĄSKIE,ZŁOTORYJSKI,ZŁOTORYJA,ZŁOTORYJA
5824,0000316549,8393081547,"STOWARZYSZENIE OŚWIATOWO-WYCHOWAWCZE ""MECHANIK""",POMORSKIE,M. SŁUPSK,M. SŁUPSK,SŁUPSK
5825,0000316661,9691558659,STOWARZYSZENIE PILCHOWICZANIE PILCHOWICZANOM,ŚLĄSKIE,GLIWICKI,PILCHOWICE,PILCHOWICE
5826,0000316697,7381903664,"PRAWOSŁAWNY OŚRODEK MIŁOSIERDZIA DIECEZJI PRZEMYSKO-GORLICKIEJ ""ELEOS""",MAŁOPOLSKIE,GORLICKI,UŚCIE GORLICKIE,GŁADYSZÓW
5827,0000316716,6282084470,UCZNIOWSKI MIĘDZYSZKOLNY KLUB SPORTOWY PRZY POWIATOWYM MIĘDZYSZKOLNYM OŚRODKU SPORTOWYM W CHRZANOWIE,MAŁOPOLSKIE,CHRZANOWSKI,CHRZANÓW,CHRZANÓW
5828,0000316751,5010060733,"DOLNOŚLĄSKIE STOWARZYSZENIE DLA DZIECI I MŁODZIEŻY Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ ""ISKIERKA""",DOLNOŚLĄSKIE,GÓROWSKI,WĄSOSZ,WĄSOSZ
5829,0000316752,7133012632,"""PRZYJACIELE MISJONARZY AFRYKI""",LUBELSKIE,LUBELSKI,JASTKÓW,JASTKÓW
5830,0000316833,9721192069,"FUNDACJA ""DZIECKO W CENTRUM""",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
5831,0000316868,7123143568,FUNDACJA TEATROTERAPIA LUBELSKA,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5832,0000316914,7542956218,"FUNDACJA ""PRODESTE""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
5833,0000316993,6922459945,"STOWARZYSZENIE SENIORÓW ""TRZECI WIEK""",DOLNOŚLĄSKIE,LUBIŃSKI,LUBIN,LUBIN
5834,0000317005,6792992597,FUNDACJA CENTRUM LECZENIA SZPICZAKA,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
5835,0000317024,7010395541,FUNDACJA SEMPER FIDELIS NA RZECZ ARCHIDIECEZJI LWOWSKIEJ,PODKARPACKIE,ŁAŃCUCKI,ŁAŃCUT,ŁAŃCUT
5836,0000317051,7822457462,"FUNDACJA ""TAURUS""",WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,POZNAŃ
5837,0000317130,7123152314,"""STOWARZYSZENIE DOBREGO PASTERZA""",LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5838,0000317134,8842678304,"STOWARZYSZENIE ""BLIŻEJ CIEBIE"" PRZY ZESPOLE SZKÓŁ SPECJALNYCH W ŚWIDNICY",DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,ŚWIDNICA
5839,0000317140,,"""FUNDACJA POMOCY PRACOWNIKOM CLINICO MEDICAL SP. Z O.O. PRO-CLIMED""",DOLNOŚLĄSKIE,ŚREDZKI,MIĘKINIA,BŁONIE
5840,0000317174,,"FUNDACJA ""TWÓJ PORANEK""",ŁÓDZKIE,ZGIERSKI,ZGIERZ,ZGIERZ
5841,0000317228,9482526945,STOWARZYSZENIE PRZYJACIÓŁ RADOMSKIEJ FARY,MAZOWIECKIE,M. RADOM,M. RADOM,RADOM
5842,0000317277,9372377674,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ POWIATOWY W BIELSKU-BIAŁEJ,ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
5843,0000317292,8982148457,STOWARZYSZENIE ŻÓŁTY PARASOL I PARTNERZY,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
5844,0000317326,7393727782,"""ZDROWE PŁUCA""",WARMIŃSKO-MAZURSKIE,M. OLSZTYN,M. OLSZTYN,OLSZTYN
5845,0000317355,8951935591,"FUNDACJA ""SZTUKA, ZDROWIE, TOLERANCJA""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
5846,0000317368,9151750347,"STOWARZYSZENIE UNIWERSYTET TRZECIEGO WIEKU ""TĘCZA""",DOLNOŚLĄSKIE,TRZEBNICKI,TRZEBNICA,TRZEBNICA
5847,0000317482,9492102276,"FUNDACJA NA RZECZ DZIECI I MŁODZIEŻY ""OTWÓRZMY SERCA DLA DZIECI""",ŚLĄSKIE,CZĘSTOCHOWSKI,KŁOMNICE,RZERZĘCZYCE
5848,0000317555,8992659024,"""FUNDACJA LEPSZY START""",MAZOWIECKIE,PRUSZKOWSKI,BRWINÓW,PARZNIEW
5849,0000317650,6422683740,"STOWARZYSZENIE KULTURALNO-SPOŁECZNE ""ORKIESTRA DĘBIEŃSKO CZERWIONKA-LESZCZYNY""",ŚLĄSKIE,RYBNICKI,CZERWIONKA-LESZCZYNY,CZERWIONKA-LESZCZYNY
5850,0000317744,7451730589,"SZCZYCIEŃSKI KLUB SPORTOWY ""GWARDIA"" SZCZYTNO",WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,SZCZYTNO,SZCZYTNO
5851,0000317840,8371770216,"FUNDACJA NA RZECZ OCHRONY PRAW ZWIERZĄT ""NERO""",MAZOWIECKIE,SOCHACZEWSKI,SOCHACZEW,SOCHACZEW
5852,0000317880,6681872370,"KLUB HONOROWYCH DAWCÓW KRWI ""GÓRNIK"" W TURKU",WIELKOPOLSKIE,TURECKI,TUREK,TUREK
5853,0000318014,5993078173,"CENTRUM INICJATYW AKADEMICKICH ""CIA"" W GORZOWIE WLKP.",LUBUSKIE,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI
5854,0000318050,9462569325,POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO ODDZIAŁ W LUBLINIE,LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
5855,0000318107,9241863569,"STOWARZYSZENIE TURYSTYCZNE ""OGNIWO""",LUBUSKIE,ŻAGAŃSKI,ŻAGAŃ,ŻAGAŃ
5856,0000318122,9910435001,STOWARZYSZENIE PRZYJACIÓŁ SZCZEDRZYKA,OPOLSKIE,OPOLSKI,OZIMEK,SZCZEDRZYK
5857,0000318176,7422106747,"UCZNIOWSKI KLUB SPORTOWY ""ATOS"" W WOŹNICACH",WARMIŃSKO-MAZURSKIE,MRĄGOWSKI,MIKOŁAJKI,WOŹNICE
5858,0000318329,1132747446,WERBISTOWSKIE CENTRUM MIGRANTA FU SHENFU,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5859,0000318357,5423110135,"STOWARZYSZENIE ""TAŃCZĄCE TALENTY""",PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
5860,0000318449,7962768676,"LUDOWY KLUB SPORTOWY ""STRAŻAK"" W WIELOGÓRZE",MAZOWIECKIE,RADOMSKI,JEDLIŃSK,WIELOGÓRA
5861,0000318482,5291768138,AKADEMIA LIDERÓW INNOWACJI I PRZEDSIĘBIORCZOŚCI FUNDACJA DR BOGUSŁAWA FEDERA,MAZOWIECKIE,GRODZISKI,GRODZISK MAZOWIECKI,GRODZISK MAZOWIECKI
5862,0000318521,9730944037,"""WARTO JEST POMAGAĆ""",LUBUSKIE,M. ZIELONA GÓRA,M. ZIELONA GÓRA,ZIELONA GÓRA
5863,0000318596,9471958552,"""FUNDACJA GO-NOW DARIUSZA WADOWSKIEGO""",ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
5864,0000318602,5222908659,FUNDACJA DKMS,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5865,0000318637,9721192595,SALEZJAŃSKI WOLONTARIAT MISYJNY - MŁODZI ŚWIATU ODDZIAŁ W POZNANIU,WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,POZNAŃ
5866,0000318649,5213521895,FUNDACJA A.R.T.,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5867,0000318730,,"LUDOWY KLUB SPORTOWY ""OSTRÓWEK""",MAZOWIECKIE,WĘGROWSKI,ŁOCHÓW,OSTRÓWEK WĘGROWSKI
5868,0000318860,7010170664,STOWARZYSZENIE ABSOLWENTÓW UNIWERSYTETÓW BRYTYJSKICH,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5869,0000318865,6141589908,"UCZNIOWSKI KLUB SPORTOWY ""TKACZ""",DOLNOŚLĄSKIE,KAMIENNOGÓRSKI,LUBAWKA,CHEŁMSKO ŚLĄSKIE
5870,0000318908,9522062660,"FUNDACJA ""SOS BOKSEROM""",MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5871,0000318946,5922186978,"KLUB PIŁKARSKI ""STAROGARD""",POMORSKIE,STAROGARDZKI,STAROGARD GDAŃSKI,STAROGARD GDAŃSKI
5872,0000318961,6721547772,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ POWIATOWY W POŁCZYNIE ZDROJU,ZACHODNIOPOMORSKIE,ŚWIDWIŃSKI,POŁCZYN-ZDRÓJ,POŁCZYN ZDRÓJ
5873,0000318986,7781459960,"""FUNDACJA BARAK KULTURY""",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
5874,0000319202,9161373691,STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA PARTNERSTWO DLA DOLINY BARYCZY,DOLNOŚLĄSKIE,MILICKI,MILICZ,MILICZ
5875,0000319230,9522066273,"STOWARZYSZENIE ""TWOJA SPRAWA""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5876,0000319272,4990587198,"STOWARZYSZENIE ""LEPSZE JUTRO""",ZACHODNIOPOMORSKIE,KOSZALIŃSKI,BĘDZINO,SMOLNE
5877,0000319285,5472106458,STOWARZYSZENIE PAMIĘCI ARMII KRAJOWEJ,ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
5878,0000319418,1231173209,"FUNDACJA NA RZECZ ZWIERZĄT ""PRZYTUL PSA""",MAZOWIECKIE,PIASECZYŃSKI,PRAŻMÓW,USTANÓW
5879,0000319522,1251518344,FUNDACJA OTWARTE SERCE,MAZOWIECKIE,WOŁOMIŃSKI,MARKI,MARKI
5880,0000319533,8792587219,"STOWARZYSZENIE KULTURALNE ""POKOLENIA""",KUJAWSKO-POMORSKIE,TORUŃSKI,LUBICZ,LUBICZ DOLNY
5881,0000319642,8831021026,TOWARZYSTWO MIŁOŚNIKÓW ZIEMI KŁODZKIEJ,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,KŁODZKO
5882,0000319668,5482578319,"KOBIECY KLUB SPORTOWY ""WISŁA"" W SKOCZOWIE",ŚLĄSKIE,CIESZYŃSKI,SKOCZÓW,SKOCZÓW
5883,0000319773,5252445833,FUNDACJA HODOWLI I REINTRODUKCJI ZWIERZĄT DZIKO ŻYJĄCYCH,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5884,0000319790,5242666811,"ZJEDNOCZENIE NA RZECZ ŻYJĄCYCH Z HIV/AIDS ""POZYTYWNI W TĘCZY""",MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5885,0000319906,5971699169,PRZYJACIELE CZTERECH ŁAP,ZACHODNIOPOMORSKIE,MYŚLIBORSKI,NOWOGRÓDEK POMORSKI,ROKITNO
5886,0000319975,9471959066,FUNDACJA OGRÓD SERCA,ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
5887,0000319982,5222911408,FUNDACJA WSPIERANIA SZACHÓW W URSUSIE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5888,0000319992,8151743772,KLUB SPORTOWY TOWARZYSTWO KULTURY FIZYCZNEJ W RAKSZAWIE,PODKARPACKIE,ŁAŃCUCKI,RAKSZAWA,RAKSZAWA
5889,0000320041,,DOBRY SIEW,LUBELSKIE,LUBELSKI,GŁUSK,WILCZOPOLE
5890,0000320063,5512542534,BENE FACTUM,MAŁOPOLSKIE,WADOWICKI,KALWARIA ZEBRZYDOWSKA,KALWARIA ZEBRZYDOWSKA
5891,0000320081,8272244217,STOWARZYSZENIE PRZYJACIÓŁ SZPITALA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO,ŁÓDZKIE,SIERADZKI,SIERADZ,SIERADZ
5892,0000320083,9131595837,STOWARZYSZENIE LUDZI AKTYWNYCH,DOLNOŚLĄSKIE,ŚREDZKI,MIĘKINIA,BRZEZINA
5893,0000320108,1132708819,ZWIĄZEK SYBIRAKÓW KOŁO PRAGA-POŁUDNIE,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5894,0000320115,5761547039,"STOWARZYSZENIE ""OLESKA JEDYNKA""",OPOLSKIE,OLESKI,OLESNO,OLESNO
5895,0000320242,5862229298,FUNDACJA SALUTARIS,POMORSKIE,M. GDYNIA,M. GDYNIA,GDYNIA
5896,0000320260,9372571287,"MIĘDZYGMINNY KLUB SPORTOWY ""SKRZYCZNE"" SZCZYRK",ŚLĄSKIE,BIELSKI,SZCZYRK,SZCZYRK
5897,0000320274,6262933204,CHRZEŚCIJAŃSKIE STOWARZYSZENIE DZIECI I MŁODZIEŻY NOWE POKOLENIE,ŚLĄSKIE,M. BYTOM,M. BYTOM,BYTOM
5898,0000320338,5423112387,"BIAŁOSTOCKIE STOWARZYSZENIE ARTYSTYCZNE ""PRO MUSICA""",PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
5899,0000320386,,POROZUMIENIE NAMYSŁOWSKIE,OPOLSKIE,NAMYSŁOWSKI,NAMYSŁÓW,NAMYSŁÓW
5900,0000320529,9462580120,FUNDACJA PRZYJACIEL MISJI,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5901,0000320576,7481557948,STOWARZYSZENIE BLIŻEJ SZKOŁY,OPOLSKIE,GŁUBCZYCKI,KIETRZ,KIETRZ
5902,0000320641,7162761158,"STOWARZYSZENIE ""RODZINA""",LUBELSKIE,PUŁAWSKI,PUŁAWY,PUŁAWY
5903,0000320648,8971748165,FUNDACJA WINMED,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
5904,0000320691,8992661481,WROCŁAWSKIE TOWARZYSTWO OPIEKI PALIATYWNEJ IMIENIA DR JERZEGO SZKARŁATA,DOLNOŚLĄSKIE,M. WROCŁAW,M. WROCŁAW,WROCŁAW
5905,0000320725,9462577483,"STOWARZYSZENIE ""NASZE ORLĘTA""",LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5906,0000320750,7123277464,STOWARZYSZENIE IM. KAZIMIERZA WIELKIEGO,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5907,0000320777,8442304416,STOWARZYSZENIE SPOŁECZNE SYMPATYKÓW ORKIESTRY DĘTEJ W SEJNACH,PODLASKIE,SEJNEŃSKI,SEJNY,SEJNY
5908,0000320968,6521699112,"STOWARZYSZENIE PROMOCJI ZDROWIA PSYCHICZNEGO ""OD NOWA""",ŚLĄSKIE,BIELSKI,CZECHOWICE-DZIEDZICE,CZECHOWICE-DZIEDZICE
5909,0000321059,8942970228,STOWARZYSZENIE INTEGRACJA PRZY SP 43 WE WROCŁAWIU,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
5910,0000321135,6182023434,KALISKI KLUB SPORTOWY WŁÓKNIARZ 1925 KALISZ,WIELKOPOLSKIE,KALISZ,KALISZ,KALISZ
5911,0000321161,7621963230,FUNDACJA DZIEŁO SAMARYTAŃSKIE,MAZOWIECKIE,WYSZKOWSKI,ZABRODZIE,NIEGÓW
5912,0000321242,7123153957,"""FUNDACJA AMIGO-POLSKA""",LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5913,0000321270,7382091228,"""PATRONUS"" - STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH I ICH BLISKICH ZE SZCZEGÓLNYM UWZGLĘDNIENIEM CHORYCH NA STWARDNIENIE ROZSIANE",MAŁOPOLSKIE,GORLICKI,GORLICE,GORLICE
5914,0000321325,8311609411,"STOWARZYSZENIE WSPIERANIA ROZWOJU OSÓB NIEPEŁNOSPRAWNYCH ""KRĄG DOBRYCH SERC""",ŁÓDZKIE,ŁASKI,ŁASK,ŁASK
5915,0000321331,6793001203,SCHOLA CORDIS WSPIERANIA KARDIOCHIRURGII DZIECIĘCEJ,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
5916,0000321478,7981457440,"STOWARZYSZENIE LUDZI Z INICJATYWĄ ""POSTĘP""",MAZOWIECKIE,BIAŁOBRZESKI,RADZANÓW,BRANICA
5917,0000321492,6482272093,TOWARZYSTWO POMOCY IM. ŚW. BRATA ALBERTA KOŁO ZABRZAŃSKIE,ŚLĄSKIE,M. ZABRZE,M. ZABRZE,ZABRZE
5918,0000321505,6922461646,"STOWARZYSZENIE ""GÓRNICZY CHÓR MĘSKI""",DOLNOŚLĄSKIE,LUBIŃSKI,LUBIN,LUBIN
5919,0000321524,8851616461,"""FUNDACJA ZAMEK KAPITANOWO""",DOLNOŚLĄSKIE,KŁODZKI,RADKÓW,ŚCINAWKA ŚREDNIA
5920,0000321541,6182096373,"FUNDACJA NA RZECZ POMOCY DZIECIOM NIEPEŁNOSPRAWNYM ""NOWA NADZIEJA"" Z SIEDZIBĄ W KALISZU",WIELKOPOLSKIE,KALISZ,KALISZ,KALISZ
5921,0000321667,8442303782,STOWARZYSZENIE HOSPICJUM SUWALSKIE,PODLASKIE,M. SUWAŁKI,M. SUWAŁKI,SUWAŁKI
5922,0000321776,6652897700,"STOWARZYSZENIE ""RAZEM DAMY RADĘ""",WIELKOPOLSKIE,M. KONIN,M. KONIN,KONIN
5923,0000321822,6912430986,STOWARZYSZENIE PRZYJACIÓŁ TRÓJKI,DOLNOŚLĄSKIE,LEGNICKI,CHOJNÓW,CHOJNÓW
5924,0000321849,9671302201,"""INICJATYWA KULTURALNA BARD""",KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
5925,0000321870,6792997904,WAWEL Z RODZINĄ,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
5926,0000321913,8442303204,STOWARZYSZENIE NA RZECZ ROZWOJU KULTURY I SPORTU W SEJNACH,PODLASKIE,SEJNEŃSKI,SEJNY,SEJNY
5927,0000321930,6482691387,"STOWARZYSZENIE ""DOGI ADOPCJE""",ŚLĄSKIE,M. ZABRZE,M. ZABRZE,ZABRZE
5928,0000321956,5792188191,"STOWARZYSZENIE ""NASZ WIELBARK""",POMORSKIE,MALBORSKI,MALBORK,MALBORK
5929,0000321961,7361470825,KLUB WYSOKOGÓRSKI W ZAKOPANEM,MAŁOPOLSKIE,TATRZAŃSKI,ZAKOPANE,ZAKOPANE
5930,0000322094,5882302124,KASZUBSKIE TOWARZYSTWO SPORTOWO-KULTURALNE,POMORSKIE,WEJHEROWSKI,LUZINO,LUZINO
5931,0000322101,,"UCZNIOWSKI KLUB SPORTOWY ""SONINIANKA"" SONINA",PODKARPACKIE,ŁAŃCUCKI,ŁAŃCUT,SONINA
5932,0000322124,8942965718,OPTYMA FUNDACJA WSPIERANIA PRZEDSIĘBIORCZOŚCI I AKTYWNEGO ROZWOJU,DOLNOŚLĄSKIE,M. WROCŁAW,M. WROCŁAW,WROCŁAW
5933,0000322134,1132749528,FUNDACJA POMOCY RODZINIE - GWIAZDECZKA,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5934,0000322135,1080007498,FUNDACJA ZAWSZE PRZY TOBIE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5935,0000322167,8722340726,OCHOTNICZA STRAŻ POŻARNA DĘBICA - KĘDZIERZ,PODKARPACKIE,DĘBICKI,DĘBICA,DĘBICA
5936,0000322225,7681798208,"FUNDACJA ""DAR DLA POTRZEBUJĄCYCH""",ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MROCZKÓW GOŚCINNY
5937,0000322277,8133579227,"STOWARZYSZENIE NA RZECZ ROZWOJU ZESPOŁU SZKÓŁ EKONOMICZNYCH - ""EKONOMIK""",PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
5938,0000322302,7811860728,TOWARZYSTWO PRZYJACIÓŁ DZIECI WIELKOPOLSKI ODDZIAŁ REGIONALNY,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
5939,0000322830,5542827052,ANIMALS TOWARZYSTWO POMOCY ZWIERZĘTOM,KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
5940,0000322850,,STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY PODSTAWOWEJ NR 1 W MŁAWIE,MAZOWIECKIE,MŁAWSKI,MŁAWA,MŁAWA
5941,0000322913,9282035941,"STOWARZYSZENIE ""SERCE ZA SERCE"" NA RZECZ UCZNIÓW ZESPOŁU SZKÓŁ IM.M.GRZEGORZEWSKIEJ",LUBUSKIE,ŻARSKI,ŻARY,ŻARY
5942,0000322933,6312581932,STOWARZYSZENIE PRZYJACIÓŁ KULTURY,ŚLĄSKIE,M. GLIWICE,M. GLIWICE,GLIWICE
5943,0000323199,5321986390,"""FUNDACJA BADAŃ I ROZWOJU NAUKI""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5944,0000323246,7282714121,"FUNDACJA ""INSTYTUT DZIAŁAŃ TWÓRCZYCH""",ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
5945,0000323270,9462581645,"""UNIA ABSOLWENTÓW""",LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
5946,0000323443,7481564428,STOWARZYSZENIE NA RZECZ EDUKACJI I KULTURY W PILSZCZU,OPOLSKIE,GŁUBCZYCKI,KIETRZ,PILSZCZ
5947,0000323481,7732425990,"FUNDACJA ""N.S.J.-RODZINA""",ŁÓDZKIE,TOMASZOWSKI,TOMASZÓW MAZOWIECKI,TOMASZÓW MAZOWIECKI
5948,0000323696,5242671976,FUNDACJA HEROSI,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5949,0000323819,8722342464,"STOWARZYSZENIE ""RAZEM W PRZYSZŁOŚĆ""",PODKARPACKIE,DĘBICKI,BRZOSTEK,BRZOSTEK
5950,0000323834,6371992720,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W WOLBROMIU,MAŁOPOLSKIE,OLKUSKI,WOLBROM,WOLBROM
5951,0000323892,9542664149,STOWARZYSZENIE WSPÓLNIE W PRZYSZŁOŚĆ,ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE
5952,0000323956,6151999364,"STOWARZYSZENIE ""EUROPRYMUS"" W ZGORZELCU",DOLNOŚLĄSKIE,ZGORZELECKI,ZGORZELEC,ZGORZELEC
5953,0000324111,,"FUNDACJA ANDRZEJ MARZEC ""MONTE CASSINO""",LUBELSKIE,KRAŚNICKI,KRAŚNIK,KRAŚNIK
5954,0000324209,6861658684,"FUNDACJA ""W TROSCE O ŻYCIE""",PODKARPACKIE,BRZOZOWSKI,BRZOZÓW,BRZOZÓW
5955,0000324329,5242678317,STOWARZYSZENIE TŁUMACZY POLSKIEGO JĘZYKA MIGOWEGO (STPJM),MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
5956,0000324386,8982168307,"FUNDACJA ""LEŚNA BRAĆ""",DOLNOŚLĄSKIE,M. WROCŁAW,M. WROCŁAW,WROCŁAW
5957,0000324403,9571016890,FUNDACJA OBUDŹ NADZIEJĘ,POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
5958,0000324460,,"FUNDACJA POMOCY CHORYM I DZIECIOM ""KUBUŚ""",LUBELSKIE,PUŁAWSKI,NAŁĘCZÓW,SADURKI
5959,0000324482,6521704310,FUNDACJA DLA OSÓB POKRZYWDZONYCH LOSOWO,ŚLĄSKIE,BIELSKI,CZECHOWICE-DZIEDZICE,CZECHOWICE-DZIEDZICE
5960,0000324646,5252449498,TOWARZYSTWO PRZYJACIÓŁ MUZEUM SZTUKI NOWOCZESNEJ W WARSZAWIE,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
5961,0000324651,9282034226,BELLALA VITA,ZACHODNIOPOMORSKIE,KOŁOBRZESKI,KOŁOBRZEG,KOŁOBRZEG
5962,0000324662,6040112719,KOLONIA ARTYSTÓW,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
5963,0000324716,6262523699,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ MIEJSKI W BYTOMIU,ŚLĄSKIE,M. BYTOM,M. BYTOM,BYTOM
5964,0000324731,5532449275,"STOWARZYSZENIE HUMANITARNO-EKOLOGICZNE ""DLA BRACI MNIEJSZYCH""",ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
